name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	minac	maxac	block	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	
Sparkling Ball	orb		ob9	ob4	ob9	100		4	1	13	32							14			0	0	0	175	75			80		46	34	2336	624222	1	303	bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	250
Swirling Crystal	orb		oba	ob4	oba	100		5	1	18	42							14		10	0	0	0	175	75			80		50	37	3492	1020750	1	303	bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	250
Ashwood Bow	abow		am6	am1	am6	100		3	1				1	16	29			13			0	0	0	0	180	56	77	80	1	39	29	4250	978600		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	180
Ceremonial Bow	abow		am7	am2	am7	100		3	1				1	19	41			13		10	0	0	0	0	180	73	110	80	1	47	35	5788	1632525		300	sbw	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	180
Ceremonial Spear	aspe		am8	am3	am8	100		3	1				1	34	51			15	4		0	0	0	200	150	101	80	80		43	32	3024	757764		317	spr	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	350
Ceremonial Pike	aspe		am9	pik	am9	100		3	1				1	42	101			15	4	20	0	0	0	200	150	115	98	80		51	38	3550	1058457		317	spr	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	350
Ceremonial Javelin	ajav		ama	pil	ama	100		3	1	18	35					18	54	15	2	-10	0	0	0	110	120	25	109	80		35	26	10	106620		302	jav	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	96	180	160	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	230
Heavenly Stone	orb		obb	ob1	obb	100		2	1	21	46							14		-10	0	0	0	175	75			80		59	44	10344	3822027	1	303	bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	250
Eldritch Orb	orb		obc	ob1	obc	100		3	1	18	50							14		-10	0	0	0	175	75			80		67	50	9596	4000767	1	303	bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	250
Demon Heart	orb		obd	ob3	obd	100		3	1	23	55							14			0	0	0	175	75			80		75	56	10806	5091150	1	303	bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	250
Vortex Orb	orb		obe	ob4	obe	100		4	1	12	66							14			0	0	0	175	75			80		84	63	12172	6485664	1	303	bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	250
Dimensional Shard	orb		obf	ob4	obf	100		5	1	30	53							14		10	0	0	0	175	75			80		85	66	9908	5251575	1	303	bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	250
Matriarchal Bow	abow		amb	am1	amb	100		3	1				1	20	47			13		-10	0	0	0	0	180	87	187	80	1	53	39	11512	3855300		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	180
Grand Matron Bow	abow		amc	am2	amc	100		3	1				1	14	72			13		10	0	0	0	0	180	108	152	80	1	78	58	15688	7934250		300	sbw	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	180
Matriarchal Spear	aspe		amd	am3	amd	100		3	1				1	65	95			15	4		0	0	0	200	150	114	142	80		61	45	8194	3072384		317	spr	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	350
Matriarchal Pike	aspe		ame	pik	ame	100		3	1				1	37	153			15	4	20	0	0	0	200	150	132	149	80		81	60	9614	4844901		317	spr	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	350
MatriarchalJavelin	ajav		amf	pil	amf	100		3	1	30	54					35	66	15	2	-10	0	0	0	110	120	107	151	80		65	48	12	163890		302	jav	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	96	180	160	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	230
