Name	Rune Name	complete	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*runes	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
FlawedTopazRunewordArmor		0		tors	cloa									gfy						light		2	2																									0
FlawedTopazRunewordArmor		1		tors	cloa									gfy	gfy					light		3	3																									0
FlawedTopazRunewordArmor		1		tors	cloa									gfy	gfy	gfy				light		4	4																									0
FlawedTopazRunewordArmor		1		tors	cloa									gfy	gfy	gfy	gfy			light		5	5																									0
FlawedTopazRunewordArmor		1		tors	cloa									gfy	gfy	gfy	gfy	gfy		light		6	6																									0
FlawedTopazRunewordArmor		1		tors	cloa									gfy	gfy	gfy	gfy	gfy	gfy	light		7	7																									0
NormalTopazRunewordArmor		0		tors	cloa									gsy						light		3	3																									0
NormalTopazRunewordArmor		1		tors	cloa									gsy	gsy					light		4	4																									0
NormalTopazRunewordArmor		1		tors	cloa									gsy	gsy	gsy				light		5	5																									0
NormalTopazRunewordArmor		1		tors	cloa									gsy	gsy	gsy	gsy			light		6	6																									0
NormalTopazRunewordArmor		1		tors	cloa									gsy	gsy	gsy	gsy	gsy		light		7	7																									0
NormalTopazRunewordArmor		1		tors	cloa									gsy	gsy	gsy	gsy	gsy	gsy	light		8	8																									0
FlawlessTopazRunewordArmor		0		tors	cloa									gly						light		4	4																									0
FlawlessTopazRunewordArmor		1		tors	cloa									gly	gly					light		5	5																									0
FlawlessTopazRunewordArmor		1		tors	cloa									gly	gly	gly				light		6	6																									0
FlawlessTopazRunewordArmor		1		tors	cloa									gly	gly	gly	gly			light		7	7																									0
FlawlessTopazRunewordArmor		1		tors	cloa									gly	gly	gly	gly	gly		light		8	8																									0
FlawlessTopazRunewordArmor		1		tors	cloa									gly	gly	gly	gly	gly	gly	light		9	9																									0
PerfectTopazRunewordArmor		0		tors	cloa									gpy						light		5	5																									0
PerfectTopazRunewordArmor		1		tors	cloa									gpy	gpy					light		6	6																									0
PerfectTopazRunewordArmor		1		tors	cloa									gpy	gpy	gpy				light		7	7																									0
PerfectTopazRunewordArmor		1		tors	cloa									gpy	gpy	gpy	gpy			light		8	8																									0
PerfectTopazRunewordArmor		1		tors	cloa									gpy	gpy	gpy	gpy	gpy		light		9	9																									0
PerfectTopazRunewordArmor		1		tors	cloa									gpy	gpy	gpy	gpy	gpy	gpy	light		10	10																									0
ChippedTopazRunewordArmor		0		helm										gcy						light		2	2																									0
ChippedTopazRunewordArmor		1		helm										gcy	gcy					light		3	3																									0
ChippedTopazRunewordArmor		1		helm										gcy	gcy	gcy				light		4	4																									0
ChippedTopazRunewordArmor		1		helm										gcy	gcy	gcy	gcy			light		5	5																									0
FlawedTopazRunewordArmor		0		helm										gfy						light		2	2																									0
FlawedTopazRunewordArmor		1		helm										gfy	gfy					light		3	3																									0
FlawedTopazRunewordArmor		1		helm										gfy	gfy	gfy				light		4	4																									0
FlawedTopazRunewordArmor		1		helm										gfy	gfy	gfy	gfy			light		5	5																									0
NormalTopazRunewordArmor		0		helm										gsy						light		3	3																									0
NormalTopazRunewordArmor		1		helm										gsy	gsy					light		4	4																									0
NormalTopazRunewordArmor		1		helm										gsy	gsy	gsy				light		5	5																									0
NormalTopazRunewordArmor		1		helm										gsy	gsy	gsy	gsy			light		6	6																									0
FlawlessTopazRunewordArmor		0		helm										gly						light		4	4																									0
FlawlessTopazRunewordArmor		1		helm										gly	gly					light		5	5																									0
FlawlessTopazRunewordArmor		1		helm										gly	gly	gly				light		6	6																									0
FlawlessTopazRunewordArmor		1		helm										gly	gly	gly	gly			light		7	7																									0
PerfectTopazRunewordArmor		0		helm										gpy						light		5	5																									0
PerfectTopazRunewordArmor		1		helm										gpy	gpy					light		6	6																									0
PerfectTopazRunewordArmor		1		helm										gpy	gpy	gpy				light		7	7																									0
PerfectTopazRunewordArmor		1		helm										gpy	gpy	gpy	gpy			light		8	8																									0
ChippedTopazRunewordArmor		0		belt										gcy						light		2	2																									0
ChippedTopazRunewordArmor		1		belt										gcy	gcy					light		3	3																									0
FlawedTopazRunewordArmor		0		belt										gfy						light		2	2																									0
FlawedTopazRunewordArmor		1		belt										gfy	gfy					light		3	3																									0
NormalTopazRunewordArmor		0		belt										gsy						light		3	3																									0
NormalTopazRunewordArmor		1		belt										gsy	gsy					light		4	4																									0
FlawlessTopazRunewordArmor		0		belt										gly						light		4	4																									0
FlawlessTopazRunewordArmor		1		belt										gly	gly					light		5	5																									0
PerfectTopazRunewordArmor		0		belt										gpy						light		5	5																									0
PerfectTopazRunewordArmor		1		belt										gpy	gpy					light		6	6																									0
ChippedTopazRunewordShield		0		shld										gcy						abs-ltng		1	1	mag%		1	1	light		1	1																	0
ChippedTopazRunewordShield		1		shld										gcy	gcy					abs-ltng		2	2	mag%		2	2	light		1	1																	0
ChippedTopazRunewordShield		1		shld										gcy	gcy	gcy				abs-ltng		3	3	mag%		3	3	light		2	2																	0
ChippedTopazRunewordShield		1		shld										gcy	gcy	gcy	gcy			abs-ltng		4	4	mag%		4	4	light		3	3																	0
ChippedTopazRunewordShield		1		shld										gcy	gcy	gcy	gcy	gcy		abs-ltng		5	5	mag%		5	5	light		4	4																	0
ChippedTopazRunewordShield		1		shld										gcy	gcy	gcy	gcy	gcy	gcy	abs-ltng		6	6	mag%		6	6	light		5	5																	0
FlawedTopazRunewordShield		0		shld										gfy						abs-ltng		2	2	mag%		2	2	light		1	1																	0
FlawedTopazRunewordShield		1		shld										gfy	gfy					abs-ltng		4	4	mag%		4	4	light		1	1																	0
FlawedTopazRunewordShield		1		shld										gfy	gfy	gfy				abs-ltng		6	6	mag%		6	6	light		2	2																	0
FlawedTopazRunewordShield		1		shld										gfy	gfy	gfy	gfy			abs-ltng		8	8	mag%		8	8	light		3	3																	0
FlawedTopazRunewordShield		1		shld										gfy	gfy	gfy	gfy	gfy		abs-ltng		10	10	mag%		10	10	light		4	4																	0
FlawedTopazRunewordShield		1		shld										gfy	gfy	gfy	gfy	gfy	gfy	abs-ltng		12	12	mag%		12	12	light		5	5																	0
NormalTopazRunewordShield		0		shld										gsy						abs-ltng		3	3	mag%		3	3	light		1	1																	0
NormalTopazRunewordShield		1		shld										gsy	gsy					abs-ltng		6	6	mag%		6	6	light		1	1																	0
NormalTopazRunewordShield		1		shld										gsy	gsy	gsy				abs-ltng		9	9	mag%		9	9	light		2	2																	0
NormalTopazRunewordShield		1		shld										gsy	gsy	gsy	gsy			abs-ltng		12	12	mag%		12	12	light		3	3																	0
NormalTopazRunewordShield		1		shld										gsy	gsy	gsy	gsy	gsy		abs-ltng		15	15	mag%		15	15	light		4	4																	0
NormalTopazRunewordShield		1		shld										gsy	gsy	gsy	gsy	gsy	gsy	abs-ltng		18	18	mag%		18	18	light		5	5																	0
FlawlessTopazRunewordShield		0		shld										gly						abs-ltng		4	4	mag%		4	4	light		1	1																	0
FlawlessTopazRunewordShield		1		shld										gly	gly					abs-ltng		8	8	mag%		8	8	light		1	1																	0
FlawlessTopazRunewordShield		1		shld										gly	gly	gly				abs-ltng		12	12	mag%		12	12	light		2	2																	0
FlawlessTopazRunewordShield		1		shld										gly	gly	gly	gly			abs-ltng		16	16	mag%		16	16	light		3	3																	0
FlawlessTopazRunewordShield		1		shld										gly	gly	gly	gly	gly		abs-ltng		20	20	mag%		20	20	light		4	4																	0
FlawlessTopazRunewordShield		1		shld										gly	gly	gly	gly	gly	gly	abs-ltng		24	24	mag%		24	24	light		5	5																	0
PerfectTopazRunewordShield		0		shld										gpy						abs-ltng		5	5	mag%		5	5	light		1	1																	0
PerfectTopazRunewordShield		1		shld										gpy	gpy					abs-ltng		10	10	mag%		10	10	light		1	1																	0
PerfectTopazRunewordShield		1		shld										gpy	gpy	gpy				abs-ltng		15	15	mag%		15	15	light		2	2																	0
PerfectTopazRunewordShield		1		shld										gpy	gpy	gpy	gpy			abs-ltng		20	20	mag%		20	20	light		3	3																	0
PerfectTopazRunewordShield		1		shld										gpy	gpy	gpy	gpy	gpy		abs-ltng		25	25	mag%		25	25	light		4	4																	0
PerfectTopazRunewordShield		1		shld										gpy	gpy	gpy	gpy	gpy	gpy	abs-ltng		30	30	mag%		30	30	light		5	5																	0
ChippedTopazRunewordShield		0		boot										gcy						abs-ltng		1	2	mag%		1	1	light		1	1																	0
ChippedTopazRunewordShield		1		boot										gcy	gcy					abs-ltng		2	4	mag%		2	2	light		1	1																	0
ChippedTopazRunewordShield		1		boot										gcy	gcy	gcy				abs-ltng		3	6	mag%		3	3	light		2	2																	0
ChippedTopazRunewordShield		1		boot										gcy	gcy	gcy	gcy			abs-ltng		4	8	mag%		4	4	light		3	3																	0
FlawedTopazRunewordShield		0		boot										gfy						abs-ltng		2	4	mag%		2	2	light		1	1																	0
FlawedTopazRunewordShield		1		boot										gfy	gfy					abs-ltng		3	6	mag%		4	4	light		1	1																	0
FlawedTopazRunewordShield		1		boot										gfy	gfy	gfy				abs-ltng		4	8	mag%		6	6	light		2	2																	0
FlawedTopazRunewordShield		1		boot										gfy	gfy	gfy	gfy			abs-ltng		5	10	mag%		8	8	light		3	3																	0
NormalTopazRunewordShield		0		boot										gsy						abs-ltng		3	6	mag%		3	3	light		1	1																	0
NormalTopazRunewordShield		1		boot										gsy	gsy					abs-ltng		4	8	mag%		6	6	light		1	1																	0
NormalTopazRunewordShield		1		boot										gsy	gsy	gsy				abs-ltng		5	10	mag%		9	9	light		2	2																	0
NormalTopazRunewordShield		1		boot										gsy	gsy	gsy	gsy			abs-ltng		6	12	mag%		12	12	light		3	3																	0
FlawlessTopazRunewordShield		0		boot										gly						abs-ltng		4	8	mag%		4	4	light		1	1																	0
FlawlessTopazRunewordShield		1		boot										gly	gly					abs-ltng		5	10	mag%		8	8	light		1	1																	0
FlawlessTopazRunewordShield		1		boot										gly	gly	gly				abs-ltng		6	12	mag%		12	12	light		2	2																	0
FlawlessTopazRunewordShield		1		boot										gly	gly	gly	gly			abs-ltng		7	14	mag%		16	16	light		3	3																	0
PerfectTopazRunewordShield		0		boot										gpy						abs-ltng		5	10	mag%		5	5	light		1	1																	0
PerfectTopazRunewordShield		1		boot										gpy	gpy					abs-ltng		6	12	mag%		10	10	light		1	1																	0
PerfectTopazRunewordShield		1		boot										gpy	gpy	gpy				abs-ltng		7	14	mag%		15	15	light		2	2																	0
PerfectTopazRunewordShield		1		boot										gpy	gpy	gpy	gpy			abs-ltng		8	16	mag%		20	20	light		3	3																	0
ChippedSkullRuneword		0		weap										skc						reduce-ac		3	3	slow		5	5	dmg%		11	17	splash	proc_SplashDamage	100	1													0
ChippedSkullRuneword		1		weap										skc	skc					reduce-ac		6	6	slow		10	10	dmg%		15	18	splash	proc_SplashDamage	100	1													0
ChippedSkullRuneword		1		weap										skc	skc	skc				reduce-ac		9	9	slow		15	15	dmg%		18	28	splash	proc_SplashDamage	100	1													0
ChippedSkullRuneword		1		weap										skc	skc	skc	skc			reduce-ac		12	12	slow		20	20	dmg%		22	33	splash	proc_SplashDamage	100	1													0
ChippedSkullRuneword		1		weap										skc	skc	skc	skc	skc		reduce-ac		15	15	slow		25	25	dmg%		26	39	splash	proc_SplashDamage	100	1													0
ChippedSkullRuneword		1		weap										skc	skc	skc	skc	skc	skc	reduce-ac		18	18	slow		30	30	dmg%		29	44	splash	proc_SplashDamage	100	1													0
FlawedSkullRuneword		0		weap										skf						reduce-ac		6	6	slow		10	10	dmg%		14	21	splash	proc_SplashDamage	100	1													0
FlawedSkullRuneword		1		weap										skf	skf					reduce-ac		12	12	slow		15	15	dmg%		18	23	splash	proc_SplashDamage	100	1													0
FlawedSkullRuneword		1		weap										skf	skf	skf				reduce-ac		18	18	slow		20	20	dmg%		23	35	splash	proc_SplashDamage	100	1													0
FlawedSkullRuneword		1		weap										skf	skf	skf	skf			reduce-ac		24	24	slow		25	25	dmg%		28	41	splash	proc_SplashDamage	100	1													0
FlawedSkullRuneword		1		weap										skf	skf	skf	skf	skf		reduce-ac		30	30	slow		30	30	dmg%		32	48	splash	proc_SplashDamage	100	1													0
FlawedSkullRuneword		1		weap										skf	skf	skf	skf	skf	skf	reduce-ac		36	36	slow		35	35	dmg%		37	55	splash	proc_SplashDamage	100	1													0
NormalSkullRuneword		0		weap										sku						reduce-ac		10	10	slow		15	15	dmg%		17	26	splash	proc_SplashDamage	100	1													0
NormalSkullRuneword		1		weap										sku	sku					reduce-ac		20	20	slow		20	20	dmg%		23	29	splash	proc_SplashDamage	100	1													0
NormalSkullRuneword		1		weap										sku	sku	sku				reduce-ac		30	30	slow		25	25	dmg%		29	43	splash	proc_SplashDamage	100	1													0
NormalSkullRuneword		1		weap										sku	sku	sku	sku			reduce-ac		40	40	slow		30	30	dmg%		35	52	splash	proc_SplashDamage	100	1													0
NormalSkullRuneword		1		weap										sku	sku	sku	sku	sku		reduce-ac		50	50	slow		35	35	dmg%		40	60	splash	proc_SplashDamage	100	1													0
NormalSkullRuneword		1		weap										sku	sku	sku	sku	sku	sku	reduce-ac		60	60	slow		40	40	dmg%		46	69	splash	proc_SplashDamage	100	1													0
FlawlessSkullRuneword		0		weap										skl						reduce-ac		12	12	slow		20	20	dmg%		24	36	splash	proc_SplashDamage	100	1													0
FlawlessSkullRuneword		1		weap										skl	skl					reduce-ac		24	24	slow		25	25	dmg%		32	40	splash	proc_SplashDamage	100	1													0
FlawlessSkullRuneword		1		weap										skl	skl	skl				reduce-ac		36	36	slow		30	30	dmg%		40	60	splash	proc_SplashDamage	100	1													0
FlawlessSkullRuneword		1		weap										skl	skl	skl	skl			reduce-ac		48	48	slow		35	35	dmg%		48	72	splash	proc_SplashDamage	100	1													0
FlawlessSkullRuneword		1		weap										skl	skl	skl	skl	skl		reduce-ac		64	64	slow		40	40	dmg%		56	84	splash	proc_SplashDamage	100	1													0
FlawlessSkullRuneword		1		weap										skl	skl	skl	skl	skl	skl	reduce-ac		75	75	slow		45	45	dmg%		64	96	splash	proc_SplashDamage	100	1													0
PerfectSkullRuneword		0		weap										skz						reduce-ac		30	30	slow		25	25	dmg%		30	45	splash	proc_SplashDamage	100	1													0
PerfectSkullRuneword		1		weap										skz	skz					reduce-ac		45	45	slow		30	30	dmg%		40	50	splash	proc_SplashDamage	100	1													0
PerfectSkullRuneword		1		weap										skz	skz	skz				reduce-ac		60	60	slow		35	35	dmg%		50	75	splash	proc_SplashDamage	100	1													0
PerfectSkullRuneword		1		weap										skz	skz	skz	skz			reduce-ac		75	75	slow		40	40	dmg%		60	90	splash	proc_SplashDamage	100	1													0
PerfectSkullRuneword		1		weap										skz	skz	skz	skz	skz		reduce-ac		90	90	slow		45	45	dmg%		70	105	splash	proc_SplashDamage	100	1													0
PerfectSkullRuneword		1		weap										skz	skz	skz	skz	skz	skz	reduce-ac		100	100	slow		50	50	dmg%		80	120	splash	proc_SplashDamage	100	1													0
ChippedSkullRuneword		0		glov										skc						reduce-ac		1	2	slow		1	3	light		1	1																	0
ChippedSkullRuneword		1		glov										skc	skc					reduce-ac		3	4	slow		2	7	light		1	1																	0
ChippedSkullRuneword		1		glov										skc	skc	skc				reduce-ac		4	6	slow		3	10	light		2	2																	0
ChippedSkullRuneword		1		glov										skc	skc	skc	skc			reduce-ac		5	8	slow		3	13	light		3	3																	0
FlawedSkullRuneword		0		glov										skf						reduce-ac		3	4	slow		3	7	light		1	1																	0
FlawedSkullRuneword		1		glov										skf	skf					reduce-ac		5	8	slow		4	10	light		1	1																	0
FlawedSkullRuneword		1		glov										skf	skf	skf				reduce-ac		8	12	slow		5	13	light		2	2																	0
FlawedSkullRuneword		1		glov										skf	skf	skf	skf			reduce-ac		11	16	slow		7	17	light		3	3																	0
NormalSkullRuneword		0		glov										sku						reduce-ac		5	7	slow		4	10	light		1	1																	0
NormalSkullRuneword		1		glov										sku	sku					reduce-ac		9	13	slow		6	13	light		1	1																	0
NormalSkullRuneword		1		glov										sku	sku	sku				reduce-ac		13	20	slow		8	17	light		2	2																	0
NormalSkullRuneword		1		glov										sku	sku	sku	sku			reduce-ac		18	27	slow		10	20	light		3	3																	0
FlawlessSkullRuneword		0		glov										skl						reduce-ac		5	8	slow		5	13	light		1	1																	0
FlawlessSkullRuneword		1		glov										skl	skl					reduce-ac		11	16	slow		8	17	light		1	1																	0
FlawlessSkullRuneword		1		glov										skl	skl	skl				reduce-ac		16	24	slow		11	20	light		2	2																	0
FlawlessSkullRuneword		1		glov										skl	skl	skl	skl			reduce-ac		21	32	slow		13	23	light		3	3																	0
PerfectSkullRuneword		0		glov										skz						reduce-ac		13	20	slow		7	17	light		1	1																	0
PerfectSkullRuneword		1		glov										skz	skz					reduce-ac		20	30	slow		10	20	light		1	1																	0
PerfectSkullRuneword		1		glov										skz	skz	skz				reduce-ac		27	40	slow		13	23	light		2	2																	0
PerfectSkullRuneword		1		glov										skz	skz	skz	skz			reduce-ac		33	50	slow		17	27	light		3	3																	0
ChippedSkullRunewordArmor		0		tors	cloa									skc						all-stats		1	1	hp%		1	1	mana%		1	1	light		1	1													0
ChippedSkullRunewordArmor		1		tors	cloa									skc	skc					all-stats		1	1	hp%		2	2	mana%		2	2	light		1	1													0
ChippedSkullRunewordArmor		1		tors	cloa									skc	skc	skc				all-stats		1	1	hp%		3	3	mana%		3	3	light		2	2													0
ChippedSkullRunewordArmor		1		tors	cloa									skc	skc	skc	skc			all-stats		2	2	hp%		4	4	mana%		4	4	light		3	3													0
ChippedSkullRunewordArmor		1		tors	cloa									skc	skc	skc	skc	skc		all-stats		2	2	hp%		5	5	mana%		5	5	light		4	4													0
ChippedSkullRunewordArmor		1		tors	cloa									skc	skc	skc	skc	skc	skc	all-stats		2	2	hp%		6	6	mana%		6	6	light		5	5													0
FlawedSkullRunewordArmor		0		tors	cloa									skf						all-stats		3	3	hp%		2	2	mana%		2	2	light		1	1													0
FlawedSkullRunewordArmor		1		tors	cloa									skf	skf					all-stats		3	3	hp%		3	3	mana%		3	3	light		1	1													0
FlawedSkullRunewordArmor		1		tors	cloa									skf	skf	skf				all-stats		3	3	hp%		4	4	mana%		4	4	light		2	2													0
FlawedSkullRunewordArmor		1		tors	cloa									skf	skf	skf	skf			all-stats		4	4	hp%		5	5	mana%		5	5	light		3	3													0
FlawedSkullRunewordArmor		1		tors	cloa									skf	skf	skf	skf	skf		all-stats		4	4	hp%		6	6	mana%		6	6	light		4	4													0
FlawedSkullRunewordArmor		1		tors	cloa									skf	skf	skf	skf	skf	skf	all-stats		4	4	hp%		7	7	mana%		7	7	light		5	5													0
NormalSkullRunewordArmor		0		tors	cloa									sku						all-stats		5	5	hp%		3	3	mana%		3	3	light		1	1													0
NormalSkullRunewordArmor		1		tors	cloa									sku	sku					all-stats		5	5	hp%		4	4	mana%		4	4	light		1	1													0
NormalSkullRunewordArmor		1		tors	cloa									sku	sku	sku				all-stats		5	5	hp%		5	5	mana%		5	5	light		2	2													0
NormalSkullRunewordArmor		1		tors	cloa									sku	sku	sku	sku			all-stats		6	6	hp%		6	6	mana%		6	6	light		3	3													0
NormalSkullRunewordArmor		1		tors	cloa									sku	sku	sku	sku	sku		all-stats		6	6	hp%		7	7	mana%		7	7	light		4	4													0
NormalSkullRunewordArmor		1		tors	cloa									sku	sku	sku	sku	sku	sku	all-stats		6	6	hp%		8	8	mana%		8	8	light		5	5													0
FlawlessSkullRunewordArmor		0		tors	cloa									skl						all-stats		7	7	hp%		4	4	mana%		4	4	light		1	1													0
FlawlessSkullRunewordArmor		1		tors	cloa									skl	skl					all-stats		7	7	hp%		5	5	mana%		5	5	light		1	1													0
FlawlessSkullRunewordArmor		1		tors	cloa									skl	skl	skl				all-stats		7	7	hp%		6	6	mana%		6	6	light		2	2													0
FlawlessSkullRunewordArmor		1		tors	cloa									skl	skl	skl	skl			all-stats		8	8	hp%		7	7	mana%		7	7	light		3	3													0
FlawlessSkullRunewordArmor		1		tors	cloa									skl	skl	skl	skl	skl		all-stats		8	8	hp%		8	8	mana%		8	8	light		4	4													0
FlawlessSkullRunewordArmor		1		tors	cloa									skl	skl	skl	skl	skl	skl	all-stats		8	8	hp%		9	9	mana%		9	9	light		5	5													0
PerfectSkullRunewordArmor		0		tors	cloa									skz						all-stats		9	9	hp%		5	5	mana%		5	5	light		1	1													0
PerfectSkullRunewordArmor		1		tors	cloa									skz	skz					all-stats		9	9	hp%		6	6	mana%		6	6	light		1	1													0
PerfectSkullRunewordArmor		1		tors	cloa									skz	skz	skz				all-stats		9	9	hp%		7	7	mana%		7	7	light		2	2													0
PerfectSkullRunewordArmor		1		tors	cloa									skz	skz	skz	skz			all-stats		10	10	hp%		8	8	mana%		8	8	light		3	3													0
PerfectSkullRunewordArmor		1		tors	cloa									skz	skz	skz	skz	skz		all-stats		10	10	hp%		9	9	mana%		9	9	light		4	4													0
PerfectSkullRunewordArmor		1		tors	cloa									skz	skz	skz	skz	skz	skz	all-stats		10	10	hp%		10	10	mana%		10	10	light		5	5													0
ChippedSkullRunewordArmor		0		helm										skc						all-stats		1	1	hp%		2	2	mana%		2	2	light		1	1													0
ChippedSkullRunewordArmor		1		helm										skc	skc					all-stats		1	1	hp%		2	2	mana%		2	2	light		1	1													0
ChippedSkullRunewordArmor		1		helm										skc	skc	skc				all-stats		2	2	hp%		2	2	mana%		2	2	light		2	2													0
ChippedSkullRunewordArmor		1		helm										skc	skc	skc	skc			all-stats		2	2	hp%		2	2	mana%		2	2	light		3	3													0
FlawedSkullRunewordArmor		0		helm										skf						all-stats		3	3	hp%		3	3	mana%		3	3	light		1	1													0
FlawedSkullRunewordArmor		1		helm										skf	skf					all-stats		3	3	hp%		3	3	mana%		3	3	light		1	1													0
FlawedSkullRunewordArmor		1		helm										skf	skf	skf				all-stats		4	4	hp%		3	3	mana%		3	3	light		2	2													0
FlawedSkullRunewordArmor		1		helm										skf	skf	skf	skf			all-stats		4	4	hp%		3	3	mana%		3	3	light		3	3													0
NormalSkullRunewordArmor		0		helm										sku						all-stats		5	5	hp%		4	4	mana%		4	4	light		1	1													0
NormalSkullRunewordArmor		1		helm										sku	sku					all-stats		5	5	hp%		4	4	mana%		4	4	light		1	1													0
NormalSkullRunewordArmor		1		helm										sku	sku	sku				all-stats		6	6	hp%		4	4	mana%		4	4	light		2	2													0
NormalSkullRunewordArmor		1		helm										sku	sku	sku	sku			all-stats		6	6	hp%		4	4	mana%		4	4	light		3	3													0
FlawlessSkullRunewordArmor		0		helm										skl						all-stats		7	7	hp%		5	5	mana%		5	5	light		1	1													0
FlawlessSkullRunewordArmor		1		helm										skl	skl					all-stats		7	7	hp%		5	5	mana%		5	5	light		1	1													0
FlawlessSkullRunewordArmor		1		helm										skl	skl	skl				all-stats		8	8	hp%		5	5	mana%		5	5	light		2	2													0
FlawlessSkullRunewordArmor		1		helm										skl	skl	skl	skl			all-stats		8	8	hp%		5	5	mana%		5	5	light		3	3													0
PerfectSkullRunewordArmor		0		helm										skz						all-stats		9	9	hp%		6	6	mana%		6	6	light		1	1													0
PerfectSkullRunewordArmor		1		helm										skz	skz					all-stats		9	9	hp%		6	6	mana%		6	6	light		1	1													0
PerfectSkullRunewordArmor		1		helm										skz	skz	skz				all-stats		10	10	hp%		6	6	mana%		6	6	light		2	2													0
PerfectSkullRunewordArmor		1		helm										skz	skz	skz	skz			all-stats		10	10	hp%		6	6	mana%		6	6	light		3	3													0
ChippedSkullRunewordArmor		0		belt										skc						all-stats		1	1	hp%		1	1	mana%		1	1	light		1	1													0
ChippedSkullRunewordArmor		1		belt										skc	skc					all-stats		2	2	hp%		2	2	mana%		2	2	light		1	1													0
FlawedSkullRunewordArmor		0		belt										skf						all-stats		2	2	hp%		2	2	mana%		2	2	light		1	1													0
FlawedSkullRunewordArmor		1		belt										skf	skf					all-stats		3	3	hp%		3	3	mana%		3	3	light		1	1													0
NormalSkullRunewordArmor		0		belt										sku						all-stats		3	3	hp%		3	3	mana%		3	3	light		1	1													0
NormalSkullRunewordArmor		1		belt										sku	sku					all-stats		4	4	hp%		4	4	mana%		4	4	light		1	1													0
FlawlessSkullRunewordArmor		0		belt										skl						all-stats		4	4	hp%		4	4	mana%		4	4	light		1	1													0
FlawlessSkullRunewordArmor		1		belt										skl	skl					all-stats		5	5	hp%		5	5	mana%		5	5	light		1	1													0
PerfectSkullRunewordArmor		0		belt										skz						all-stats		5	5	hp%		5	5	mana%		5	5	light		1	1													0
PerfectSkullRunewordArmor		1		belt										skz	skz					all-stats		6	6	hp%		6	6	mana%		6	6	light		1	1													0
ChippedSkullRunewordShield		0		shld										skc						red-dmg%		1	1	ac%		6	12	light		1	1																	0
ChippedSkullRunewordShield		1		shld										skc	skc					red-dmg%		1	2	ac%		12	24	light		1	1																	0
ChippedSkullRunewordShield		1		shld										skc	skc	skc				red-dmg%		1	3	ac%		18	36	light		2	2																	0
ChippedSkullRunewordShield		1		shld										skc	skc	skc	skc			red-dmg%		2	4	ac%		21	42	light		3	3																	0
ChippedSkullRunewordShield		1		shld										skc	skc	skc	skc	skc		red-dmg%		2	5	ac%		27	54	light		4	4																	0
ChippedSkullRunewordShield		1		shld										skc	skc	skc	skc	skc	skc	red-dmg%		2	6	ac%		33	66	light		5	5																	0
FlawedSkullRunewordShield		0		shld										skf						red-dmg%		1	2	ac%		8	15	light		1	1																	0
FlawedSkullRunewordShield		1		shld										skf	skf					red-dmg%		2	4	ac%		15	30	light		1	1																	0
FlawedSkullRunewordShield		1		shld										skf	skf	skf				red-dmg%		2	6	ac%		23	45	light		2	2																	0
FlawedSkullRunewordShield		1		shld										skf	skf	skf	skf			red-dmg%		3	8	ac%		30	60	light		3	3																	0
FlawedSkullRunewordShield		1		shld										skf	skf	skf	skf	skf		red-dmg%		4	10	ac%		38	75	light		4	4																	0
FlawedSkullRunewordShield		1		shld										skf	skf	skf	skf	skf	skf	red-dmg%		4	12	ac%		45	90	light		5	5																	0
NormalSkullRunewordShield		0		shld										sku						red-dmg%		1	3	ac%		9	18	light		1	1																	0
NormalSkullRunewordShield		1		shld										sku	sku					red-dmg%		2	6	ac%		18	36	light		1	1																	0
NormalSkullRunewordShield		1		shld										sku	sku	sku				red-dmg%		3	9	ac%		27	54	light		2	2																	0
NormalSkullRunewordShield		1		shld										sku	sku	sku	sku			red-dmg%		4	12	ac%		36	72	light		3	3																	0
NormalSkullRunewordShield		1		shld										sku	sku	sku	sku	sku		red-dmg%		5	15	ac%		45	90	light		4	4																	0
NormalSkullRunewordShield		1		shld										sku	sku	sku	sku	sku	sku	red-dmg%		6	18	ac%		54	108	light		5	5																	0
FlawlessSkullRunewordShield		0		shld										skl						red-dmg%		2	4	ac%		11	21	light		1	1																	0
FlawlessSkullRunewordShield		1		shld										skl	skl					red-dmg%		3	8	ac%		21	42	light		1	1																	0
FlawlessSkullRunewordShield		1		shld										skl	skl	skl				red-dmg%		4	12	ac%		32	63	light		2	2																	0
FlawlessSkullRunewordShield		1		shld										skl	skl	skl	skl			red-dmg%		6	16	ac%		42	84	light		3	3																	0
FlawlessSkullRunewordShield		1		shld										skl	skl	skl	skl	skl		red-dmg%		7	20	ac%		53	105	light		4	4																	0
FlawlessSkullRunewordShield		1		shld										skl	skl	skl	skl	skl	skl	red-dmg%		8	24	ac%		63	126	light		5	5																	0
PerfectSkullRunewordShield		0		shld										skz						red-dmg%		2	5	ac%		12	24	light		1	1																	0
PerfectSkullRunewordShield		1		shld										skz	skz					red-dmg%		4	10	ac%		24	48	light		1	1																	0
